date,rank,title,artist,collab
1/12/91,6,Tom s Diner,DNA Featuring Suzanne Vega,
1/12/91,7,The First Time,Surface,
1/12/91,8,Sensitivity,Ralph Tresvant,
1/12/91,9,Impulsive,Wilson Phillips,
1/12/91,10,Gonna Make You Sweat,C+C Music Factory,
1/19/91,1,Love Will Never Do (Without You),Janet Jackson,
1/19/91,2,Justify My Love,Madonna,
1/19/91,3,High Enough,Damn Yankees,
1/19/91,4,The First Time,Surface,
1/19/91,5,Sensitivity,Ralph Tresvant,
1/19/91,6,Gonna Make You Sweat,C+C Music Factory,
1/19/91,7,Play That Funky Music,Vanilla Ice,
1/19/91,8,Because I Love You (The Postman Song),Stevie B,
1/19/91,9,After The Rain,Nelson,
1/19/91,10,From A Distance,Bette Midler,
1/26/91,1,The First Time,Surface,
1/26/91,2,Love Will Never Do (Without You),Janet Jackson,
1/26/91,3,Gonna Make You Sweat,C+C Music Factory,
1/26/91,4,Sensitivity,Ralph Tresvant,
1/26/91,5,High Enough,Damn Yankees,
1/26/91,6,Justify My Love,Madonna,
1/26/91,7,Play That Funky Music,Vanilla Ice,
1/26/91,8,After The Rain,Nelson,
1/26/91,9,I m Not In Love,Will To Power,
1/26/91,10,Just Another Dream,Cathy Dennis,
2/2/91,1,The First Time,Surface,
2/2/91,2,Gonna Make You Sweat,C+C Music Factory,
2/2/91,3,Love Will Never Do (Without You),Janet Jackson,
2/2/91,4,Sensitivity,Ralph Tresvant,
2/2/91,5,Play That Funky Music,Vanilla Ice,
2/2/91,6,After The Rain,Nelson,
2/2/91,7,I m Not In Love,Will To Power,
2/2/91,8,All The Man That I Need,Whitney Houston,
2/2/91,9,Just Another Dream,Cathy Dennis,
2/2/91,10,High Enough,Damn Yankees,
2/9/91,1,Gonna Make You Sweat,C+C Music Factory,
2/9/91,2,The First Time,Surface,
2/9/91,3,All The Man That I Need,Whitney Houston,
2/9/91,4,Play That Funky Music,Vanilla Ice,
2/9/91,5,Love Will Never Do (Without You),Janet Jackson,
2/9/91,6,After The Rain,Nelson,
2/9/91,7,Sensitivity,Ralph Tresvant,
2/9/91,8,I m Not In Love,Will To Power,
2/9/91,9,One More Try,Timmy T.,
2/9/91,10,I ll Give All My Love To You,Keith Sweat,
2/16/91,1,Gonna Make You Sweat,C+C Music Factory,
2/16/91,2,All The Man That I Need,Whitney Houston,
2/16/91,3,One More Try,Timmy T.,
2/16/91,4,The First Time,Surface,
2/16/91,5,Someday,Mariah Carey,
2/16/91,6,Where Does My Heart Beat Now,Celine Dion,
2/16/91,7,I ll Give All My Love To You,Keith Sweat,
2/16/91,8,Disappear,INXS,
2/16/91,9,Play That Funky Music,Vanilla Ice,
2/16/91,10,Love Will Never Do (Without You),Janet Jackson,
2/23/91,1,All The Man That I Need,Whitney Houston,
2/23/91,2,Gonna Make You Sweat,C+C Music Factory,
2/23/91,3,One More Try,Timmy T.,
2/23/91,4,Someday,Mariah Carey,
2/23/91,5,Where Does My Heart Beat Now,Celine Dion,
2/23/91,6,The First Time,Surface,
2/23/91,7,Wicked Game,Chris Isaak,
2/23/91,8,I ll Give All My Love To You,Keith Sweat,
2/23/91,9,Disappear,INXS,
2/23/91,10,I Saw Red,Warrant,
3/2/91,1,All The Man That I Need,Whitney Houston,
3/2/91,2,Someday,Mariah Carey,
3/2/91,3,One More Try,Timmy T.,
3/2/91,4,Where Does My Heart Beat Now,Celine Dion,
3/2/91,5,Gonna Make You Sweat,C+C Music Factory,
3/2/91,6,Wicked Game,Chris Isaak,
3/2/91,7,Show Me The Way,Styx,
3/2/91,8,All This Time,Sting,
3/2/91,9,Around The Way Girl,LL Cool J,
3/2/91,10,Coming Out Of The Dark,Gloria Estefan,
3/9/91,1,Someday,Mariah Carey,
3/9/91,2,One More Try,Timmy T.,
3/9/91,3,All The Man That I Need,Whitney Houston,
3/9/91,4,Where Does My Heart Beat Now,Celine Dion,
3/9/91,5,Show Me The Way,Styx,
3/9/91,6,All This Time,Sting,
3/9/91,7,Gonna Make You Sweat,C+C Music Factory,
3/9/91,8,This House,Tracie Spencer,
3/9/91,9,Coming Out Of The Dark,Gloria Estefan,
3/9/91,10,Wicked Game,Chris Isaak,
3/16/91,1,Someday,Mariah Carey,
3/16/91,2,One More Try,Timmy T.,
3/16/91,3,Show Me The Way,Styx,
3/16/91,4,Coming Out Of The Dark,Gloria Estefan,
3/16/91,5,All This Time,Sting,
3/16/91,6,This House,Tracie Spencer,
3/16/91,7,All The Man That I Need,Whitney Houston,
3/16/91,8,Get Here,Oleta Adams,
3/16/91,9,Where Does My Heart Beat Now,Celine Dion,
3/16/91,10,Hold You Tight,Tara Kemp,
3/23/91,1,One More Try,Timmy T.,
3/23/91,2,Someday,Mariah Carey,
3/23/91,3,Coming Out Of The Dark,Gloria Estefan,
3/23/91,4,This House,Tracie Spencer,
3/23/91,5,Get Here,Oleta Adams,
3/23/91,6,Hold You Tight,Tara Kemp,
3/23/91,7,You re In Love,Wilson Phillips,
3/23/91,8,I ve Been Thinking About You,Londonbeat,
3/23/91,9,Rescue Me,Madonna,
3/23/91,10,Sadeness Part 1,Enigma,
3/30/91,1,Coming Out Of The Dark,Gloria Estefan,
3/30/91,2,One More Try,Timmy T.,
3/30/91,3,This House,Tracie Spencer,
3/30/91,4,Hold You Tight,Tara Kemp,
3/30/91,5,I ve Been Thinking About You,Londonbeat,
3/30/91,6,Someday,Mariah Carey,
3/30/91,7,You re In Love,Wilson Phillips,
3/30/91,8,Sadeness Part 1,Enigma,
3/30/91,9,Get Here,Oleta Adams,
3/30/91,10,Signs,Tesla,
4/6/91,1,Coming Out Of The Dark,Gloria Estefan,
4/6/91,2,I ve Been Thinking About You,Londonbeat,
4/6/91,3,You re In Love,Wilson Phillips,
4/6/91,4,Hold You Tight,Tara Kemp,
4/6/91,5,Sadeness Part 1,Enigma,
4/6/91,6,One More Try,Timmy T.,
4/6/91,7,Baby Baby,Amy Grant,
4/6/91,8,Signs,Tesla,
4/6/91,9,This House,Tracie Spencer,
4/6/91,10,Iesha,Another Bad Creation,
4/13/91,1,I ve Been Thinking About You,Londonbeat,
4/13/91,2,You re In Love,Wilson Phillips,
4/13/91,3,Hold You Tight,Tara Kemp,
4/13/91,4,Baby Baby,Amy Grant,
4/13/91,5,Sadeness Part 1,Enigma,
4/13/91,6,Joyride,Roxette,
4/13/91,7,Rico Suave,Gerardo,
4/13/91,8,Coming Out Of The Dark,Gloria Estefan,
4/13/91,9,Iesha,Another Bad Creation,
4/13/91,10,Signs,Tesla,
4/20/91,1,You re In Love,Wilson Phillips,
4/20/91,2,Baby Baby,Amy Grant,
4/20/91,3,I ve Been Thinking About You,Londonbeat,
4/20/91,4,Hold You Tight,Tara Kemp,
4/20/91,5,Joyride,Roxette,
4/20/91,6,Sadeness Part 1,Enigma,
4/20/91,7,Rico Suave,Gerardo,
4/20/91,8,I Like The Way (The Kissing Game),Hi-Five,
4/20/91,9,Cry For Help,Rick Astley,
4/20/91,10,Here We Go,C+C Music Factory/F. Williams,
4/27/91,1,Baby Baby,Amy Grant,
4/27/91,2,Joyride,Roxette,
4/27/91,3,You re In Love,Wilson Phillips,
4/27/91,4,I Like The Way (The Kissing Game),Hi-Five,
4/27/91,5,Here We Go,C+C Music Factory/F. Williams,
4/27/91,6,I ve Been Thinking About You,Londonbeat,
4/27/91,7,Cry For Help,Rick Astley,
4/27/91,8,Touch Me (All Night Long),Cathy Dennis,
4/27/91,9,I Touch Myself,Divinyls,
4/27/91,10,Hold You Tight,Tara Kemp,
5/4/91,1,Baby Baby,Amy Grant,
5/4/91,2,Joyride,Roxette,
5/4/91,3,I Like The Way (The Kissing Game),Hi-Five,
5/4/91,4,Here We Go,C+C Music Factory/F. Williams,
5/4/91,5,Touch Me (All Night Long),Cathy Dennis,
5/4/91,6,I Touch Myself,Divinyls,
5/4/91,7,Cry For Help,Rick Astley,
5/4/91,8,Rhythm Of My Heart,Rod Stewart,
5/4/91,9,You re In Love,Wilson Phillips,
5/4/91,10,I Don t Wanna Cry,Mariah Carey,
5/11/91,1,Joyride,Roxette,
5/11/91,2,Baby Baby,Amy Grant,
5/11/91,3,I Like The Way (The Kissing Game),Hi-Five,
5/11/91,4,Here We Go,C+C Music Factory/F. Williams,
5/11/91,5,Touch Me (All Night Long),Cathy Dennis,
5/11/91,6,I Touch Myself,Divinyls,
5/11/91,7,Rhythm Of My Heart,Rod Stewart,
5/11/91,8,I Don t Wanna Cry,Mariah Carey,
5/11/91,9,More Than Words,Extreme,
5/11/91,10,Cry For Help,Rick Astley,
5/18/91,1,I Like The Way (The Kissing Game),Hi-Five,
5/18/91,2,Touch Me (All Night Long),Cathy Dennis,
5/18/91,3,Here We Go,C+C Music Factory/F. Williams,
5/18/91,4,I Touch Myself,Divinyls,
5/18/91,5,Rhythm Of My Heart,Rod Stewart,
5/18/91,6,Joyride,Roxette,
5/18/91,7,Baby Baby,Amy Grant,
5/18/91,8,I Don t Wanna Cry,Mariah Carey,
5/18/91,9,More Than Words,Extreme,
5/18/91,10,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
5/25/91,1,I Don t Wanna Cry,Mariah Carey,
5/25/91,2,Touch Me (All Night Long),Cathy Dennis,
5/25/91,3,More Than Words,Extreme,
5/25/91,4,I Like The Way (The Kissing Game),Hi-Five,
5/25/91,5,Rhythm Of My Heart,Rod Stewart,
5/25/91,6,I Touch Myself,Divinyls,
5/25/91,7,Here We Go,C+C Music Factory/F. Williams,
5/25/91,8,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
5/25/91,9,Love Is A Wonderful Thing,Michael Bolton,
5/25/91,10,Silent Lucidity,Queensryche,
6/1/91,1,I Don t Wanna Cry,Mariah Carey,
6/1/91,2,More Than Words,Extreme,
6/1/91,3,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
6/1/91,4,Love Is A Wonderful Thing,Michael Bolton,
6/1/91,5,Rush Rush,Paula Abdul,
6/1/91,6,I Like The Way (The Kissing Game),Hi-Five,
6/1/91,7,Losing My Religion,R.E.M.,
6/1/91,8,Touch Me (All Night Long),Cathy Dennis,
6/1/91,9,Silent Lucidity,Queensryche,
6/1/91,10,Rhythm Of My Heart,Rod Stewart,
6/8/91,1,More Than Words,Extreme,
6/8/91,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
6/8/91,3,Rush Rush,Paula Abdul,
6/8/91,4,I Don t Wanna Cry,Mariah Carey,
6/8/91,5,Love Is A Wonderful Thing,Michael Bolton,
6/8/91,6,Losing My Religion,R.E.M.,
6/8/91,7,I Like The Way (The Kissing Game),Hi-Five,
6/8/91,8,Unbelievable,EMF,
6/8/91,9,Miracle,Whitney Houston,
6/8/91,10,Power Of Love/Love Power,Luther Vandross,
6/15/91,1,Rush Rush,Paula Abdul,
6/15/91,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
6/15/91,3,More Than Words,Extreme,
6/15/91,4,Love Is A Wonderful Thing,Michael Bolton,
6/15/91,5,Losing My Religion,R.E.M.,
6/15/91,6,I Don t Wanna Cry,Mariah Carey,
6/15/91,7,Unbelievable,EMF,
6/15/91,8,Power Of Love/Love Power,Luther Vandross,
6/15/91,9,Strike It Up,Black Box,
6/15/91,10,I Like The Way (The Kissing Game),Hi-Five,
6/22/91,1,Rush Rush,Paula Abdul,
6/22/91,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
6/22/91,3,More Than Words,Extreme,
6/22/91,4,Losing My Religion,R.E.M.,
6/22/91,5,Love Is A Wonderful Thing,Michael Bolton,
6/22/91,6,Unbelievable,EMF,
6/22/91,7,Power Of Love/Love Power,Luther Vandross,
6/22/91,8,Strike It Up,Black Box,
6/22/91,9,I Don t Wanna Cry,Mariah Carey,
6/22/91,10,"Right Here, Right Now",Jesus Jones,
6/29/91,1,Rush Rush,Paula Abdul,
6/29/91,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
6/29/91,3,Unbelievable,EMF,
6/29/91,4,Power Of Love/Love Power,Luther Vandross,
6/29/91,5,Losing My Religion,R.E.M.,
6/29/91,6,More Than Words,Extreme,
6/29/91,7,"Right Here, Right Now",Jesus Jones,
6/29/91,8,Love Is A Wonderful Thing,Michael Bolton,
6/29/91,9,Strike It Up,Black Box,
6/29/91,10,Playground,Another Bad Creation,
7/6/91,1,Rush Rush,Paula Abdul,
7/6/91,2,Unbelievable,EMF,
7/6/91,3,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
7/6/91,4,Power Of Love/Love Power,Luther Vandross,
7/6/91,5,"Right Here, Right Now",Jesus Jones,
7/6/91,6,More Than Words,Extreme,
7/6/91,7,Place In This World,Michael W. Smith,
7/6/91,8,Gypsy Woman (She s Homeless),Crystal Waters,
7/6/91,9,Losing My Religion,R.E.M.,
7/6/91,10,Here I Am (Come And Take Me),UB40,
7/13/91,1,Rush Rush,Paula Abdul,
7/13/91,2,Unbelievable,EMF,
7/13/91,3,"Right Here, Right Now",Jesus Jones,
7/13/91,4,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
7/13/91,5,Power Of Love/Love Power,Luther Vandross,
7/13/91,6,Place In This World,Michael W. Smith,
7/13/91,7,Here I Am (Come And Take Me),UB40,
7/13/91,8,Piece Of My Heart,Tara Kemp,
7/13/91,9,P.A.S.S.I.O.N.,Rhythm Syndicate,
7/13/91,10,Gypsy Woman (She s Homeless),Crystal Waters,
7/20/91,1,Unbelievable,EMF,
7/20/91,2,Rush Rush,Paula Abdul,
7/20/91,3,"Right Here, Right Now",Jesus Jones,
7/20/91,4,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
7/20/91,5,P.A.S.S.I.O.N.,Rhythm Syndicate,
7/20/91,6,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,
7/20/91,7,Piece Of My Heart,Tara Kemp,
7/20/91,8,Place In This World,Michael W. Smith,
7/20/91,9,Summertime,D.J. Jazzy Jeff,
7/20/91,10,Here I Am (Come And Take Me),UB40,
7/27/91,1,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
7/27/91,2,"Right Here, Right Now",Jesus Jones,
7/27/91,3,Unbelievable,EMF,
7/27/91,4,P.A.S.S.I.O.N.,Rhythm Syndicate,
7/27/91,5,Summertime,D.J. Jazzy Jeff,
7/27/91,6,Rush Rush,Paula Abdul,
7/27/91,7,Piece Of My Heart,Tara Kemp,
7/27/91,8,Every Heartbeat,Amy Grant,
7/27/91,9,It Ain t Over  Til It s Over,Lenny Kravitz,
7/27/91,10,Temptation,Corina,
8/3/91,1,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
8/3/91,2,P.A.S.S.I.O.N.,Rhythm Syndicate,
8/3/91,3,"Right Here, Right Now",Jesus Jones,
8/3/91,4,Summertime,D.J. Jazzy Jeff,
8/3/91,5,Every Heartbeat,Amy Grant,
8/3/91,6,It Ain t Over  Til It s Over,Lenny Kravitz,
8/3/91,7,Unbelievable,EMF,
8/3/91,8,Temptation,Corina,
8/3/91,9,Fading Like A Flower (Every Time You Leave),Roxette,
8/3/91,10,I ll Be There,The Escape Club,
8/10/91,1,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
8/10/91,2,P.A.S.S.I.O.N.,Rhythm Syndicate,
8/10/91,3,Every Heartbeat,Amy Grant,
8/10/91,4,Summertime,D.J. Jazzy Jeff,
8/10/91,5,It Ain t Over  Til It s Over,Lenny Kravitz,
8/10/91,6,Temptation,Corina,
8/10/91,7,Fading Like A Flower (Every Time You Leave),Roxette,
8/10/91,8,I ll Be There,The Escape Club,
8/10/91,9,"Right Here, Right Now",Jesus Jones,
8/10/91,10,Wind Of Change,Scorpions,
8/17/91,1,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
8/17/91,2,Every Heartbeat,Amy Grant,
8/17/91,3,It Ain t Over  Til It s Over,Lenny Kravitz,
8/17/91,4,Summertime,D.J. Jazzy Jeff,
8/17/91,5,Fading Like A Flower (Every Time You Leave),Roxette,
8/17/91,6,Temptation,Corina,
8/17/91,7,P.A.S.S.I.O.N.,Rhythm Syndicate,
8/17/91,8,I ll Be There,The Escape Club,
8/17/91,9,Wind Of Change,Scorpions,
8/17/91,10,3 A.M. Eternal,The KLF,
8/24/91,1,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
8/24/91,2,It Ain t Over  Til It s Over,Lenny Kravitz,
8/24/91,3,Every Heartbeat,Amy Grant,
8/24/91,4,Fading Like A Flower (Every Time You Leave),Roxette,
8/24/91,5,Summertime,D.J. Jazzy Jeff,
8/24/91,6,Temptation,Corina,
8/24/91,7,Wind Of Change,Scorpions,
8/24/91,8,The Promise Of A New Day,Paula Abdul,
8/24/91,9,3 A.M. Eternal,The KLF,
8/24/91,10,I Can t Wait Another Minute,Hi-Five,
8/31/91,1,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
8/31/91,2,Fading Like A Flower (Every Time You Leave),Roxette,
8/31/91,3,It Ain t Over  Til It s Over,Lenny Kravitz,
8/31/91,4,Wind Of Change,Scorpions,
8/31/91,5,The Promise Of A New Day,Paula Abdul,
8/31/91,6,Every Heartbeat,Amy Grant,
8/31/91,7,3 A.M. Eternal,The KLF,
8/31/91,8,I Can t Wait Another Minute,Hi-Five,
8/31/91,9,Motownphilly,Boyz II Men,
8/31/91,10,Things That Make You Go Hmmmm...,C+C Music Factory,
9/7/91,1,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
9/7/91,2,The Promise Of A New Day,Paula Abdul,
9/7/91,3,Motownphilly,Boyz II Men,
9/7/91,4,Things That Make You Go Hmmmm...,C+C Music Factory,
9/7/91,5,3 A.M. Eternal,The KLF,
9/7/91,6,I Adore Mi Amor,Color Me Badd,
9/7/91,7,Crazy,Seal,
9/7/91,8,Wind Of Change,Scorpions,
9/7/91,9,"Time, Love And Tenderness",Michael Bolton,
9/7/91,10,I Can t Wait Another Minute,Hi-Five,
9/14/91,1,The Promise Of A New Day,Paula Abdul,
9/14/91,2,I Adore Mi Amor,Color Me Badd,
9/14/91,3,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
9/14/91,4,Motownphilly,Boyz II Men,
9/14/91,5,Things That Make You Go Hmmmm...,C+C Music Factory,
9/14/91,6,Good Vibrations,Marky Mark,
9/14/91,7,"Time, Love And Tenderness",Michael Bolton,
9/14/91,8,Crazy,Seal,
9/14/91,9,Too Many Walls,Cathy Dennis,
9/14/91,10,3 A.M. Eternal,The KLF,
9/21/91,1,I Adore Mi Amor,Color Me Badd,
9/21/91,2,Good Vibrations,Marky Mark,
9/21/91,3,Motownphilly,Boyz II Men,
9/21/91,4,Things That Make You Go Hmmmm...,C+C Music Factory,
9/21/91,5,The Promise Of A New Day,Paula Abdul,
9/21/91,6,"(Everything I Do) I Do It For You (From ""Robin Hood"")",Bryan Adams,
9/21/91,7,"Time, Love And Tenderness",Michael Bolton,
9/21/91,8,Too Many Walls,Cathy Dennis,
9/21/91,9,Love Of A Lifetime,Firehouse,
9/21/91,10,The Motown Song,Rod Stewart,
9/28/91,1,I Adore Mi Amor,Color Me Badd,
9/28/91,2,Good Vibrations,Marky Mark,
9/28/91,3,Motownphilly,Boyz II Men,
9/28/91,4,Emotions,Mariah Carey,
9/28/91,5,Love Of A Lifetime,Firehouse,
9/28/91,6,Things That Make You Go Hmmmm...,C+C Music Factory,
9/28/91,7,"Time, Love And Tenderness",Michael Bolton,
9/28/91,8,Do Anything,Natural Selection,
9/28/91,9,Something To Talk About,Bonnie Raitt,
9/28/91,10,Shiny Happy People,R.E.M.,
10/5/91,1,Good Vibrations,Marky Mark,
10/5/91,2,I Adore Mi Amor,Color Me Badd,
10/5/91,3,Emotions,Mariah Carey,
10/5/91,4,Do Anything,Natural Selection,
10/5/91,5,Love Of A Lifetime,Firehouse,
10/5/91,6,Romantic,Karyn White,
10/5/91,7,Something To Talk About,Bonnie Raitt,
10/5/91,8,Motownphilly,Boyz II Men,
10/5/91,9,Hole Hearted,Extreme,
10/5/91,10,Shiny Happy People,R.E.M.,
10/12/91,1,Emotions,Mariah Carey,
10/12/91,2,Good Vibrations,Marky Mark,
10/12/91,3,Do Anything,Natural Selection,
10/12/91,4,I Adore Mi Amor,Color Me Badd,
10/12/91,5,Romantic,Karyn White,
10/12/91,6,Something To Talk About,Bonnie Raitt,
10/12/91,7,Hole Hearted,Extreme,
10/12/91,8,Love Of A Lifetime,Firehouse,
10/12/91,9,Motownphilly,Boyz II Men,
10/12/91,10,Everybody Plays The Fool,Aaron Neville,
10/19/91,1,Emotions,Mariah Carey,
10/19/91,2,Do Anything,Natural Selection,
10/19/91,3,Romantic,Karyn White,
10/19/91,4,Hole Hearted,Extreme,
10/19/91,5,Something To Talk About,Bonnie Raitt,
10/19/91,6,Good Vibrations,Marky Mark,
10/19/91,7,I Adore Mi Amor,Color Me Badd,
10/19/91,8,Everybody Plays The Fool,Aaron Neville,
10/19/91,9,Can t Stop This Thing We Started,Bryan Adams,
10/19/91,10,Love. . .Thy Will Be Done,Martika,
10/26/91,1,Emotions,Mariah Carey,
10/26/91,2,Do Anything,Natural Selection,
10/26/91,3,Romantic,Karyn White,
10/26/91,4,Hole Hearted,Extreme,
10/26/91,5,Can t Stop This Thing We Started,Bryan Adams,
10/26/91,6,Cream,Prince And The N.P.G.,
10/26/91,7,Real Real Real,Jesus Jones,
10/26/91,8,Something To Talk About,Bonnie Raitt,
10/26/91,9,Good Vibrations,Marky Mark,
10/26/91,10,O.P.P.,Naughty By Nature,
11/2/91,1,Romantic,Karyn White,
11/2/91,2,Emotions,Mariah Carey,
11/2/91,3,Cream,Prince And The N.P.G.,
11/2/91,4,Do Anything,Natural Selection,
11/2/91,5,Can t Stop This Thing We Started,Bryan Adams,
11/2/91,6,Hole Hearted,Extreme,
11/2/91,7,Real Real Real,Jesus Jones,
11/2/91,8,O.P.P.,Naughty By Nature,
11/2/91,9,Don t Want To Be A Fool,Luther Vandross,
11/2/91,10,The One And Only,Chesney Hawkes,
11/9/91,1,Cream,Prince And The N.P.G.,
11/9/91,2,Romantic,Karyn White,
11/9/91,3,Can t Stop This Thing We Started,Bryan Adams,
11/9/91,4,Real Real Real,Jesus Jones,
11/9/91,5,When A Man Loves A Woman,Michael Bolton,
11/9/91,6,O.P.P.,Naughty By Nature,
11/9/91,7,Emotions,Mariah Carey,
11/9/91,8,It s So Hard To Say Goodbye To Yesterday,Boyz II Men,
11/9/91,9,Do Anything,Natural Selection,
11/9/91,10,Set The Night To Music,Roberta Flack With Maxi Priest,
11/16/91,1,Cream,Prince And The N.P.G.,
11/16/91,2,Can t Stop This Thing We Started,Bryan Adams,
11/16/91,3,When A Man Loves A Woman,Michael Bolton,
11/16/91,4,It s So Hard To Say Goodbye To Yesterday,Boyz II Men,
11/16/91,5,Set Adrift On Memory Bliss,P.M. Dawn,
11/16/91,6,Set The Night To Music,Roberta Flack With Maxi Priest,
11/16/91,7,O.P.P.,Naughty By Nature,
11/16/91,8,That s What Love Is For,Amy Grant,
11/16/91,9,Romantic,Karyn White,
11/16/91,10,Don t Cry,Guns N  Roses,
11/23/91,1,When A Man Loves A Woman,Michael Bolton,
11/23/91,2,Cream,Prince And The N.P.G.,
11/23/91,3,Set Adrift On Memory Bliss,P.M. Dawn,
11/23/91,4,It s So Hard To Say Goodbye To Yesterday,Boyz II Men,
11/23/91,5,Can t Stop This Thing We Started,Bryan Adams,
11/23/91,6,Set The Night To Music,Roberta Flack With Maxi Priest,
11/23/91,7,That s What Love Is For,Amy Grant,
11/23/91,8,Blowing Kisses In The Wind,Paula Abdul,
11/23/91,9,I Wonder Why,Curtis Stigers,
11/23/91,10,Don t Cry,Guns N  Roses,
11/30/91,1,Set Adrift On Memory Bliss,P.M. Dawn,
11/30/91,2,When A Man Loves A Woman,Michael Bolton,
11/30/91,3,Black Or White,Michael Jackson,
11/30/91,4,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,
11/30/91,5,Cream,Prince And The N.P.G.,
11/30/91,6,Blowing Kisses In The Wind,Paula Abdul,
11/30/91,7,All 4 Love,Color Me Badd,
11/30/91,8,O.P.P.,Naughty By Nature,
11/30/91,9,Do Anything,Natural Selection,
11/30/91,10,Can't Stop This Thing We Started,Bryan Adams,
12/7/91,1,Black Or White,Michael Jackson,
12/7/91,2,When A Man Loves A Woman,Michael Bolton,
12/7/91,3,Set Adrift On Memory Bliss,P.M. Dawn,
12/7/91,4,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,
12/7/91,5,All 4 Love,Color Me Badd,
12/7/91,6,Blowing Kisses In The Wind,Paula Abdul,
12/7/91,7,Cream,Prince And The N.P.G.,
12/7/91,8,Can't Let Go,Mariah Carey,
12/7/91,9,That's What Love Is For,Amy Grant,
12/7/91,10,O.P.P.,Naughty By Nature,
12/14/91,1,Black Or White,Michael Jackson,
12/14/91,2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,
12/14/91,3,Set Adrift On Memory Bliss,P.M. Dawn,
12/14/91,4,When A Man Loves A Woman,Michael Bolton,
12/14/91,5,All 4 Love,Color Me Badd,
12/14/91,6,Blowing Kisses In The Wind,Paula Abdul,
12/14/91,7,Can't Let Go,Mariah Carey,
12/14/91,8,Finally,CeCe Peniston,
12/14/91,9,That's What Love Is For,Amy Grant,
12/14/91,10,Wildside,Marky Mark & The Funky Bunch,
12/21/91,1,Black Or White,Michael Jackson,
12/21/91,2,It s So Hard To Say Goodbye To Yesterday,Boyz II Men,
12/21/91,3,All 4 Love,Color Me Badd,
12/21/91,4,Set Adrift On Memory Bliss,P.M. Dawn,
12/21/91,5,When A Man Loves A Woman,Michael Bolton,
12/21/91,6,Can t Let Go,Mariah Carey,
12/21/91,7,Blowing Kisses In The Wind,Paula Abdul,
12/21/91,8,Finally,CeCe Peniston,
12/21/91,9,2 Legit 2 Quit,M.C. Hammer,
12/21/91,10,Wildside,Marky Mark,
12/28/91,1,Black Or White,Michael Jackson,
12/28/91,2,It s So Hard To Say Goodbye To Yesterday,Boyz II Men,
12/28/91,3,All 4 Love,Color Me Badd,
12/28/91,4,Set Adrift On Memory Bliss,P.M. Dawn,
12/28/91,5,When A Man Loves A Woman,Michael Bolton,
12/28/91,6,Can t Let Go,Mariah Carey,
12/28/91,7,Blowing Kisses In The Wind,Paula Abdul,
12/28/91,8,Finally,CeCe Peniston,
12/28/91,9,2 Legit 2 Quit,M.C. Hammer,
12/28/91,10,Wildside,Marky Mark,
1/4/92,1,Black Or White,Michael Jackson,
1/4/92,2,It s So Hard To Say Goodbye To Yesterday,Boyz II Men,
1/4/92,3,All 4 Love,Color Me Badd,
1/4/92,4,Can t Let Go,Mariah Carey,
1/4/92,5,Set Adrift On Memory Bliss,P.M. Dawn,
