3,34791,What s It Gonna Be?!,busta rhymes,janet
3,34791,All Night Long,faith evans,puff daddy
3,34798,What s It Gonna Be?!,busta rhymes,janet
3,34798,Heartbreak Hotel,whitney houston,faith evans
3,34798,All Night Long,faith evans,puff daddy
3,34805,What s It Gonna Be?!,busta rhymes,janet
3,34805,Heartbreak Hotel,whitney houston,faith evans
3,34812,What s It Gonna Be?!,busta rhymes,janet
3,34812,Heartbreak Hotel,whitney houston,faith evans
3,34819,What s It Gonna Be?!,busta rhymes,janet
3,34819,Heartbreak Hotel,whitney houston,faith evans
3,34826,What s It Gonna Be?!,busta rhymes,janet
3,34826,Heartbreak Hotel,whitney houston,faith evans
3,34826,Who Dat,jt money,sole
3,34833,What s It Gonna Be?!,busta rhymes,janet
3,34833,Heartbreak Hotel,whitney houston,faith evans
3,34833,Who Dat,jt money,sole
3,34840,Who Dat,jt money,sole
3,34840,Heartbreak Hotel,whitney houston,faith evans
3,34840,What s It Gonna Be?!,busta rhymes,janet
3,34847,Who Dat,jt money,sole
3,34854,Who Dat,jt money,sole
3,34861,Who Dat,jt money,sole
3,34889,Wild Wild West,will smith,dru hill
3,34896,Wild Wild West,will smith,dru hill
3,34903,Wild Wild West,will smith,dru hill
3,34910,Wild Wild West,will smith,dru hill
3,34917,Wild Wild West,will smith,dru hill
3,34924,Wild Wild West,will smith,dru hill
3,34931,Jamboree,naughty by nature,zhane
3,34945,Smooth,santana,rob thomas
3,34952,Smooth,santana,rob thomas
3,34959,Smooth,santana,rob thomas
3,34966,Smooth,santana,rob thomas
3,34973,Smooth,santana,rob thomas
3,34980,Heartbreaker,mariah carey,jay-z
3,34980,Smooth,santana,rob thomas
3,34987,Heartbreaker,mariah carey,jay-z
3,34987,Smooth,santana,rob thomas
3,34994,Smooth,santana,rob thomas
3,34994,Heartbreaker,mariah carey,jay-z
3,34994,Satisfy You,puff daddy,r. kelly
3,34994,We Can t Be Friends,deborah cox,r.l.
3,35001,Smooth,santana,rob thomas
3,35001,Satisfy You,puff daddy,r. kelly
3,35001,Heartbreaker,mariah carey,jay-z
3,35001,We Can t Be Friends,deborah cox,r.l.
3,35008,Smooth,santana,rob thomas
3,35008,Satisfy You,puff daddy,r. kelly
3,35008,Heartbreaker,mariah carey,jay-z
3,35008,We Can t Be Friends,deborah cox,r.l.
3,35015,Smooth,santana,rob thomas
3,35015,Satisfy You,puff daddy,r. kelly
3,35015,Heartbreaker,mariah carey,jay-z
3,35022,Smooth,santana,rob thomas
3,35022,Heartbreaker,mariah carey,jay-z
3,35022,Satisfy You,puff daddy,r. kelly
3,35029,Smooth,santana,rob thomas
3,35029,Heartbreaker,mariah carey,jay-z
3,35029,Satisfy You,puff daddy,r. kelly
3,35036,Smooth,santana,rob thomas
3,35043,Smooth,santana,rob thomas
3,35050,Smooth,santana,rob thomas
5,35050,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve,q-tip
3,35057,Smooth,santana,rob thomas
5,35057,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve,q-tip
3,35064,Smooth,santana,rob thomas
5,35064,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve,q-tip
3,35071,Smooth,santana,rob thomas
4,35071,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve
3,35078,Smooth,santana,rob thomas
4,35078,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve
